marker_kind,suggested_hammer_use,tile_id,grid_x,grid_y,hammer_x,hammer_y,hammer_z_hint,source_world_x,source_world_y,zone,terrain,elevation_level,walkable,buildable,primary_entity_type,primary_entity_id,spawn_group,boss_arena,point_of_interest,road,hazard,suggested_action
reference,editor reference marker,P101,15,100,-6208,-4672,128,-12416,-9344,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,Q101,16,100,-6080,-4672,128,-12160,-9344,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,T101,19,100,-5696,-4672,128,-11392,-9344,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,V101,21,100,-5440,-4672,128,-10880,-9344,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,Y101,24,100,-5056,-4672,128,-10112,-9344,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,AB101,27,100,-4672,-4672,256,-9344,-9344,southern_wilds,cliff,1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,AK101,36,100,-3520,-4672,128,-7040,-9344,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AO101,40,100,-3008,-4672,128,-6016,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AP101,41,100,-2880,-4672,128,-5760,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AQ101,42,100,-2752,-4672,128,-5504,-9344,southern_wilds,swamp,0,1,0,forage_node,,,grimroot,,,,Reference only.
reference,editor reference marker,AR101,43,100,-2624,-4672,128,-5248,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AS101,44,100,-2496,-4672,128,-4992,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AT101,45,100,-2368,-4672,128,-4736,-9344,southern_wilds,swamp,0,1,0,forage_node,,,grimroot,,,,Reference only.
reference,editor reference marker,AU101,46,100,-2240,-4672,128,-4480,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AV101,47,100,-2112,-4672,128,-4224,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AW101,48,100,-1984,-4672,128,-3968,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AX101,49,100,-1856,-4672,128,-3712,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AY101,50,100,-1728,-4672,128,-3456,-9344,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,CA101,78,100,1856,-4672,128,3712,-9344,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CB101,79,100,1984,-4672,128,3968,-9344,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CC101,80,100,2112,-4672,128,4224,-9344,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CD101,81,100,2240,-4672,128,4480,-9344,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CE101,82,100,2368,-4672,128,4736,-9344,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CF101,83,100,2496,-4672,128,4992,-9344,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CG101,84,100,2624,-4672,128,5248,-9344,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CH101,85,100,2752,-4672,128,5504,-9344,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CI101,86,100,2880,-4672,128,5760,-9344,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CJ101,87,100,3008,-4672,128,6016,-9344,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CK101,88,100,3136,-4672,128,6272,-9344,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CM101,90,100,3392,-4672,128,6784,-9344,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CN101,91,100,3520,-4672,128,7040,-9344,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CP101,93,100,3776,-4672,128,7552,-9344,southern_wilds,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DF101,109,100,5824,-4672,128,11648,-9344,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DM101,116,100,6720,-4672,128,13440,-9344,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO101,118,100,6976,-4672,128,13952,-9344,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DP101,119,100,7104,-4672,128,14208,-9344,southern_wilds,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,F102,5,101,-7488,-4800,128,-14976,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,G102,6,101,-7360,-4800,128,-14720,-9600,southern_wilds,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,I102,8,101,-7104,-4800,128,-14208,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,L102,11,101,-6720,-4800,128,-13440,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,O102,14,101,-6336,-4800,128,-12672,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,T102,19,101,-5696,-4800,128,-11392,-9600,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,W102,22,101,-5312,-4800,128,-10624,-9600,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,AA102,26,101,-4800,-4800,128,-9600,-9600,southern_wilds,grass,0,1,1,tree,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,AB102,27,101,-4672,-4800,256,-9344,-9600,southern_wilds,cliff,1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,AM102,38,101,-3264,-4800,128,-6528,-9600,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AO102,40,101,-3008,-4800,128,-6016,-9600,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AP102,41,101,-2880,-4800,128,-5760,-9600,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AQ102,42,101,-2752,-4800,128,-5504,-9600,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AR102,43,101,-2624,-4800,128,-5248,-9600,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AS102,44,101,-2496,-4800,128,-4992,-9600,southern_wilds,swamp,0,1,0,forage_node,,,grimroot,,,,Reference only.
boss_spawner,custom boss spawn marker + trigger volume,AT102,45,101,-2368,-4800,128,-4736,-9600,southern_wilds,swamp,0,1,0,boss_spawner,grimroot,elite_boss,grimroot,,,,Create a boss arena floor nearby if this tile is not walkable.
reference,editor reference marker,AU102,46,101,-2240,-4800,128,-4480,-9600,southern_wilds,swamp,0,1,0,forage_node,,,grimroot,,,,Reference only.
reference,editor reference marker,AV102,47,101,-2112,-4800,128,-4224,-9600,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AW102,48,101,-1984,-4800,128,-3968,-9600,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AX102,49,101,-1856,-4800,128,-3712,-9600,southern_wilds,swamp,0,1,0,forage_node,,,grimroot,,,,Reference only.
reference,editor reference marker,AY102,50,101,-1728,-4800,128,-3456,-9600,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,BH102,59,101,-576,-4800,128,-1152,-9600,southern_wilds,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,BI102,60,101,-448,-4800,128,-896,-9600,southern_wilds,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,CA102,78,101,1856,-4800,384,3712,-9600,southern_wilds,cliff,2,0,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CB102,79,101,1984,-4800,128,3968,-9600,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CC102,80,101,2112,-4800,128,4224,-9600,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CD102,81,101,2240,-4800,128,4480,-9600,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CE102,82,101,2368,-4800,128,4736,-9600,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
boss_spawner,custom boss spawn marker + trigger volume,CF102,83,101,2496,-4800,128,4992,-9600,southern_wilds,dense_forest,0,1,0,boss_spawner,ember_queen,world_boss,ember_queen,,,,Create a boss arena floor nearby if this tile is not walkable.
reference,editor reference marker,CG102,84,101,2624,-4800,128,5248,-9600,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CH102,85,101,2752,-4800,128,5504,-9600,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CI102,86,101,2880,-4800,128,5760,-9600,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CJ102,87,101,3008,-4800,128,6016,-9600,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CK102,88,101,3136,-4800,128,6272,-9600,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CL102,89,101,3264,-4800,128,6528,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CO102,92,101,3648,-4800,128,7296,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CP102,93,101,3776,-4800,128,7552,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CR102,95,101,4032,-4800,128,8064,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DD102,107,101,5568,-4800,128,11136,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DE102,108,101,5696,-4800,128,11392,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DG102,110,101,5952,-4800,128,11904,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DH102,111,101,6080,-4800,128,12160,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DI102,112,101,6208,-4800,128,12416,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DJ102,113,101,6336,-4800,128,12672,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DK102,114,101,6464,-4800,128,12928,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DL102,115,101,6592,-4800,128,13184,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DN102,117,101,6848,-4800,128,13696,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DP102,119,101,7104,-4800,128,14208,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DR102,121,101,7360,-4800,128,14720,-9600,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,F103,5,102,-7488,-4928,128,-14976,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,G103,6,102,-7360,-4928,128,-14720,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,H103,7,102,-7232,-4928,128,-14464,-9856,southern_wilds,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,N103,13,102,-6464,-4928,128,-12928,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,P103,15,102,-6208,-4928,128,-12416,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,Q103,16,102,-6080,-4928,128,-12160,-9856,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,R103,17,102,-5952,-4928,128,-11904,-9856,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,W103,22,102,-5312,-4928,128,-10624,-9856,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,X103,23,102,-5184,-4928,128,-10368,-9856,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,Y103,24,102,-5056,-4928,128,-10112,-9856,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,Z103,25,102,-4928,-4928,128,-9856,-9856,southern_wilds,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,AA103,26,102,-4800,-4928,128,-9600,-9856,southern_wilds,grass,0,1,1,forage_node,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,AM103,38,102,-3264,-4928,128,-6528,-9856,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AO103,40,102,-3008,-4928,128,-6016,-9856,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AP103,41,102,-2880,-4928,128,-5760,-9856,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AQ103,42,102,-2752,-4928,128,-5504,-9856,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AR103,43,102,-2624,-4928,128,-5248,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AS103,44,102,-2496,-4928,128,-4992,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AT103,45,102,-2368,-4928,128,-4736,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AU103,46,102,-2240,-4928,128,-4480,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AV103,47,102,-2112,-4928,128,-4224,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AW103,48,102,-1984,-4928,128,-3968,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AX103,49,102,-1856,-4928,128,-3712,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AY103,50,102,-1728,-4928,128,-3456,-9856,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
hazard,trigger volume,BZ103,77,102,1728,-4928,384,3456,-9856,southern_wilds,cliff,2,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,CA103,78,102,1856,-4928,384,3712,-9856,southern_wilds,cliff,2,0,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CB103,79,102,1984,-4928,384,3968,-9856,southern_wilds,cliff,2,0,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CC103,80,102,2112,-4928,128,4224,-9856,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CD103,81,102,2240,-4928,128,4480,-9856,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CE103,82,102,2368,-4928,128,4736,-9856,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CF103,83,102,2496,-4928,128,4992,-9856,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CG103,84,102,2624,-4928,128,5248,-9856,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CH103,85,102,2752,-4928,128,5504,-9856,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CI103,86,102,2880,-4928,128,5760,-9856,southern_wilds,dense_forest,0,1,0,forage_node,,,ember_queen,,,,Reference only.
reference,editor reference marker,CJ103,87,102,3008,-4928,256,6016,-9856,southern_wilds,dense_forest,1,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CK103,88,102,3136,-4928,256,6272,-9856,southern_wilds,dense_forest,1,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CN103,91,102,3520,-4928,256,7040,-9856,southern_wilds,dense_forest,1,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CO103,92,102,3648,-4928,256,7296,-9856,southern_wilds,dense_forest,1,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CP103,93,102,3776,-4928,256,7552,-9856,southern_wilds,dense_forest,1,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CQ103,94,102,3904,-4928,128,7808,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CR103,95,102,4032,-4928,128,8064,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DD103,107,102,5568,-4928,128,11136,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DG103,110,102,5952,-4928,128,11904,-9856,southern_wilds,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DH103,111,102,6080,-4928,128,12160,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DI103,112,102,6208,-4928,128,12416,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DK103,114,102,6464,-4928,128,12928,-9856,southern_wilds,dense_forest,0,1,1,animal_spawner,wolf_pack,hostile_pack,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DL103,115,102,6592,-4928,128,13184,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DM103,116,102,6720,-4928,128,13440,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DN103,117,102,6848,-4928,128,13696,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO103,118,102,6976,-4928,128,13952,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ103,120,102,7232,-4928,128,14464,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DR103,121,102,7360,-4928,128,14720,-9856,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DT103,123,102,7616,-4928,0,15232,-9856,southern_wilds,shallow_water,-1,1,0,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,F104,5,103,-7488,-5056,128,-14976,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,J104,9,103,-6976,-5056,128,-13952,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,L104,11,103,-6720,-5056,128,-13440,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,N104,13,103,-6464,-5056,128,-12928,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,P104,15,103,-6208,-5056,128,-12416,-10112,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,R104,17,103,-5952,-5056,128,-11904,-10112,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,U104,20,103,-5568,-5056,128,-11136,-10112,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,V104,21,103,-5440,-5056,128,-10880,-10112,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,W104,22,103,-5312,-5056,128,-10624,-10112,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,Y104,24,103,-5056,-5056,128,-10112,-10112,southern_wilds,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,Z104,25,103,-4928,-5056,128,-9856,-10112,southern_wilds,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
hazard,trigger volume,AB104,27,103,-4672,-5056,256,-9344,-10112,southern_wilds,cliff,1,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,AL104,37,103,-3392,-5056,128,-6784,-10112,southern_wilds,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,AM104,38,103,-3264,-5056,128,-6528,-10112,southern_wilds,forest,0,1,1,animal_spawner,bear_den,hostile_elite,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,AO104,40,103,-3008,-5056,128,-6016,-10112,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AP104,41,103,-2880,-5056,128,-5760,-10112,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AQ104,42,103,-2752,-5056,128,-5504,-10112,southern_wilds,forest,0,1,0,tree,,,grimroot,,,,Reference only.
reference,editor reference marker,AR104,43,103,-2624,-5056,128,-5248,-10112,southern_wilds,forest,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AS104,44,103,-2496,-5056,128,-4992,-10112,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AT104,45,103,-2368,-5056,128,-4736,-10112,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AU104,46,103,-2240,-5056,128,-4480,-10112,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AV104,47,103,-2112,-5056,128,-4224,-10112,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AW104,48,103,-1984,-5056,128,-3968,-10112,southern_wilds,swamp,0,1,0,,,,grimroot,,,,Reference only.
reference,editor reference marker,AX104,49,103,-1856,-5056,128,-3712,-10112,southern_wilds,swamp,0,1,0,forage_node,,,grimroot,,,,Reference only.
reference,editor reference marker,AY104,50,103,-1728,-5056,128,-3456,-10112,southern_wilds,swamp,0,1,0,forage_node,,,grimroot,,,,Reference only.
hazard,trigger volume,BH104,59,103,-576,-5056,384,-1152,-10112,southern_wilds,mountain,2,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,BJ104,61,103,-320,-5056,128,-640,-10112,southern_wilds,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,BK104,62,103,-192,-5056,128,-384,-10112,southern_wilds,swamp,0,1,0,forage_node,,,,,,,Reference only.
hazard,trigger volume,BT104,71,103,960,-5056,256,1920,-10112,southern_wilds,cliff,1,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,CA104,78,103,1856,-5056,384,3712,-10112,southern_wilds,cliff,2,0,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CB104,79,103,1984,-5056,384,3968,-10112,southern_wilds,cliff,2,0,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CC104,80,103,2112,-5056,384,4224,-10112,southern_wilds,cliff,2,0,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CD104,81,103,2240,-5056,128,4480,-10112,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CE104,82,103,2368,-5056,128,4736,-10112,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CF104,83,103,2496,-5056,128,4992,-10112,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CG104,84,103,2624,-5056,128,5248,-10112,southern_wilds,dense_forest,0,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CH104,85,103,2752,-5056,128,5504,-10112,southern_wilds,dense_forest,0,1,0,,,,ember_queen,,,,Reference only.
wildlife_spawner,spawn controller marker,CI104,86,103,2880,-5056,256,5760,-10112,southern_wilds,dense_forest,1,1,0,animal_spawner,deer_herd,passive_large,ember_queen,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,CJ104,87,103,3008,-5056,256,6016,-10112,southern_wilds,dense_forest,1,1,0,tree,,,ember_queen,,,,Reference only.
reference,editor reference marker,CK104,88,103,3136,-5056,256,6272,-10112,southern_wilds,dense_forest,1,1,0,,,,ember_queen,,,,Reference only.
reference,editor reference marker,CL104,89,103,3264,-5056,256,6528,-10112,southern_wilds,dense_forest,1,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CQ104,94,103,3904,-5056,256,7808,-10112,southern_wilds,dense_forest,1,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CS104,96,103,4160,-5056,128,8320,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DE104,108,103,5696,-5056,128,11392,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DJ104,113,103,6336,-5056,128,12672,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DK104,114,103,6464,-5056,128,12928,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO104,118,103,6976,-5056,128,13952,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ104,120,103,7232,-5056,128,14464,-10112,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DR104,121,103,7360,-5056,128,14720,-10112,southern_wilds,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DS104,122,103,7488,-5056,128,14976,-10112,southern_wilds,forest,0,1,1,animal_spawner,bear_den,hostile_elite,,,,,"Use as a spawn-zone source, not a thinker per marker."
wildlife_spawner,spawn controller marker,H105,7,104,-7232,-5184,128,-14464,-10368,southern_wilds,dense_forest,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,I105,8,104,-7104,-5184,128,-14208,-10368,southern_wilds,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,J105,9,104,-6976,-5184,128,-13952,-10368,southern_wilds,dense_forest,0,1,1,tree,,,,,,,Reference only.
